,Month,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
0,8.0,1.0,0.8263746994569177,1.7740438600777917,-0.3143794419905907,0.9643671901750288,0.0,2.0,-1.0858929129354846,6.0,0.0,0.3423940559124274,-0.41644288325336204,-0.6462829138161941,0.0,-0.12258932887134458,-0.45350679680868916,0.0,7.0,1.6122699469609485,0.0,0.0
1,12.0,0.0,-0.4270483533676982,0.244031044300694,-0.3143794419905907,0.0,0.0,6.0,-0.5373993254883509,4.0,6.0,-0.8167559712339627,-0.18205097467368392,-0.5391857523966805,-1.0113099494065168,0.41425434427608016,0.3405219771835235,7.0,7.0,-0.36660767061982613,0.27023751913467453,0.0
2,4.0,4.0,0.12132423224307128,-0.08978993368703622,-0.3143794419905907,-0.551534371526,1.0626188329623434,13.0,-1.1135089547758803e-15,4.0,0.0,0.3423940559124274,1.4586923853840628,0.5317858617984548,0.8005473348474705,0.3993420200219817,0.07085182752579539,1.0,3.0,0.07825628992158838,-0.1320306059444256,0.0
3,11.0,4.0,0.26233432568584064,0.9116730002761549,-0.3143794419905907,0.054826253154411385,-0.8852248281938254,8.0,-0.22397441837570314,3.0,8.0,-0.3530959603754067,1.1071045225145457,0.6924316039277251,-0.37471144412808877,-0.7638192717974244,-1.3973523206107716,6.0,6.0,0.2316576556255244,0.8305395504948493,0.0
4,4.0,2.0,-0.9754209389784676,0.03539293305836248,-0.3143794419905907,-0.8547146838662059,0.4010870235130784,5.0,-1.2426053664918084,0.0,6.0,0.11056405048314935,-0.41644288325336204,-0.5927343331064373,-0.8154334862439235,0.32478039875150655,-0.1688549721699724,2.0,4.0,-0.7040906751684852,0.0978368941007741,0.0
5,11.0,0.0,-0.5523906586501599,0.661307266785357,-0.3143794419905907,0.0,0.0,13.0,-0.06726196481937922,10.0,15.0,-1.1645009793778798,0.05234093390599418,-1.0746715594942482,-1.4520319915223514,0.23530645322694987,0.10081517748775572,1.0,3.0,0.4924399773222155,0.7730726754835495,0.0
6,6.0,5.0,-0.8500786336960061,-0.4097017042586113,-0.3143794419905907,0.0,0.6951011610460852,8.0,-0.7724680058228368,3.0,10.0,-1.6281609902364358,0.05234093390599418,0.3175915389594277,-0.17883498096549558,1.398467745046356,1.5240743006813737,0.0,1.0,-0.27456685119746455,-0.3475313872368006,0.0
7,12.0,0.0,1.5627607429913795,0.6334888519530463,-0.28909812254213246,0.0,0.0,8.0,-0.06726196481937922,13.0,3.0,-0.12126595494612867,-0.8852267004127182,0.10339721612040066,1.4371458401258985,-1.3453999177071274,-0.9928470961241624,7.0,7.0,1.2901270789826826,0.6150387692024744,0.0
8,2.0,1.0,1.7821097772356875,1.0368558670215535,-0.3143794419905907,1.2675475025152345,1.5403918064534787,1.0,0.08945048873694468,10.0,1.0,-0.12126595494612867,1.1071045225145457,-0.432088590977167,0.6536399874755257,-0.8682055415760964,-0.9029570462382474,2.0,2.0,1.6276100835313423,1.0747737692928743,0.0
9,9.0,4.0,-0.2703704717646212,-0.7574318896624972,-0.28909812254213246,-0.24835405918579434,0.033569351596820174,7.0,1.8132874778565076,7.0,7.0,0.5742240613417054,2.161868111123097,-0.11079710671862641,0.11497971377839425,-0.98750413560885,-0.7231769464664343,4.0,5.0,-0.35126753404943256,-0.7641662310687259,0.0
10,10.0,2.0,-0.8814142100166215,-0.6322490229170985,-0.18797284474829973,0.0,0.0,12.0,-0.22397441837570314,12.0,11.0,0.5742240613417054,0.05234093390599418,0.1569457968301574,-0.7664643704532752,0.0,0.0,7.0,7.0,-0.6273899923165173,-0.6061323247876508,1.0
11,12.0,1.0,1.703770836434149,1.2176755634315743,-0.3143794419905907,0.782459002770905,0.731852928237711,0.0,0.3245191690714305,9.0,0.0,0.9219690694856224,0.6383207053551895,-0.3249914295576535,0.16394882956904255,-0.09276468036314772,-0.19881832213194975,5.0,3.0,1.6889706298129166,1.3621081443493743,0.0
12,4.0,5.0,0.46601557176984054,0.2996678739653155,-0.28909812254213246,-0.7334425589301234,1.0258670657707178,5.0,-0.5373993254883509,9.0,4.0,-0.8167559712339627,0.6383207053551895,0.1569457968301574,0.6536399874755257,0.9660103416775864,1.0146973513278608,1.0,1.0,0.7225420258781196,0.35643783165162424,0.0
13,2.0,4.0,0.10565644408276363,0.4109415332945591,-0.3143794419905907,-0.12708193424971195,1.5403918064534787,10.0,-0.5373993254883509,9.0,8.0,0.9219690694856224,-0.41644288325336204,-0.3249914295576535,-0.27677321254679216,-0.3910111654450485,-0.3785984219037628,3.0,1.0,0.1702971093439502,0.6294054879552995,0.0
14,3.0,4.0,0.4973511480904561,0.10493897013913965,-0.3143794419905907,-0.9153507463342468,0.32758348912982704,8.0,0.9513689832967261,14.0,12.0,-0.3530959603754067,1.1071045225145457,0.7459801846374818,-0.22780409675614388,0.26513110173512977,0.8049539015940703,3.0,5.0,0.016895743640014196,0.22713736287619943,0.0
15,7.0,6.0,-0.3017060480852365,-0.9799792083209843,0.06484034973628225,0.0,0.0,6.0,-1.3993178200481324,3.0,6.0,-0.8167559712339627,-0.41644288325336204,1.60275747599359,0.35982529273163577,1.5774156360955032,1.6289460255482433,7.0,7.0,-1.0108934065763573,-0.8647332623385008,1.0
16,1.0,4.0,0.30933769016676355,0.5500336074561134,-0.28909812254213246,0.6005508153667817,1.8711577111781112,10.0,-0.5373993254883509,11.0,10.0,-0.5849259658046847,0.16953688819583324,-0.9675743980747347,-0.4236805599187371,-1.2410136479284724,-1.2625172457819076,1.0,7.0,0.06291615335119456,0.2989709566403244,0.0
17,4.0,6.0,0.07432086776214807,0.5500336074561134,-0.3143794419905907,-0.3696261841218765,0.9891152985790914,4.0,-1.5560302736044562,0.0,1.0,-0.3530959603754067,-0.8852267004127182,-1.4495116244625457,-1.8437849178475378,1.3388184480299623,1.0296790263088496,0.0,0.0,0.3543787481886733,0.6725056442137741,0.0
18,3.0,6.0,0.716700182334764,1.23158477084773,4.1351327809380525,0.0,1.2463776689204726,0.0,-0.6941117790446748,0.0,0.0,-0.3530959603754067,0.40392879677551136,-0.05724852600886964,-0.5216187915000337,-0.6445206777646709,-0.7980853213713607,7.0,7.0,1.0446848938563853,1.3333747068437243,1.0
19,7.0,0.0,-0.95975315081816,-1.647621164296445,-0.3143794419905907,0.0,0.0,10.0,0.48123162262775443,10.0,8.0,-0.3530959603754067,0.05234093390599418,0.10339721612040066,0.8984855664287671,0.5484652625629322,0.8349172515560307,7.0,7.0,-1.2256553185618677,-1.7123696687551757,0.0
20,9.0,3.0,-0.035353649360005714,0.7864901335307557,-0.3143794419905907,0.5399147528987407,-1.3262460344933351,1.0,0.6379440761840783,4.0,11.0,0.6901390640563444,0.16953688819583324,-1.6101573665918159,0.9474546822194154,-0.5848713807482772,-0.2887083720178648,4.0,7.0,0.8452631184412684,-0.4193649810009256,0.0
21,7.0,6.0,-0.8970819981769291,-1.1190712824825386,-0.3143794419905907,-0.7334425589301234,-0.8852248281938254,11.0,2.2834248385254794,14.0,13.0,0.6901390640563444,1.9274762025434191,-0.3249914295576535,0.9474546822194154,-0.4208358139532453,-0.5284151717136155,3.0,7.0,-1.2563355917026549,-1.6405360749910507,0.0
22,11.0,6.0,0.27800211384614826,0.9394914151084657,-0.3143794419905907,2.298360564471934,2.0916683143278663,9.0,0.3245191690714305,9.0,10.0,0.9219690694856224,-1.4712064718619136,-1.128220140204005,-1.2561555283597583,0.5037282898006538,0.43041202706943854,1.0,1.0,0.3083583384774924,0.8736397067533245,0.0
23,8.0,5.0,-0.34870941256615967,-0.7713410970786528,-0.3143794419905907,-0.9456687775682675,0.0,8.0,0.08945048873694468,12.0,9.0,0.6901390640563444,-0.6508347918330402,-1.128220140204005,-0.570587907290682,0.10109553494008099,-0.09394659726504602,6.0,1.0,-0.2132063049158901,-0.6923326373046009,0.0
24,8.0,4.0,-1.2887767021846217,-1.17470811214716,-0.3143794419905907,0.0,0.0,0.0,-1.5560302736044562,1.0,1.0,-0.3530959603754067,-1.1196186089923963,1.0137230881862658,0.21291794535969086,1.5625033118413878,1.4941109507193964,7.0,7.0,-1.5324580499697398,-1.1377009186421756,0.0
25,2.0,6.0,0.9830525810599947,0.23012183688453836,0.41877882201469696,0.0,0.0,1.0,-0.7724680058228368,5.0,0.0,-0.8167559712339627,-0.6508347918330402,0.478237281088698,1.045392913800712,-0.98750413560885,-0.5883418716375702,7.0,7.0,0.7378821624485133,0.3995379879100993,1.0
26,7.0,0.0,-1.1477666087418523,-1.675439579128756,-0.3143794419905907,0.0,0.0,7.0,-1.5560302736044562,3.0,7.0,-1.6281609902364358,-0.41644288325336204,0.10339721612040066,-0.03192763359355066,1.2642568267594871,1.2094591260806624,8.0,5.0,-1.4864376402585588,-1.6261693562382258,0.0
27,10.0,3.0,0.19966317304460976,2.107864838065522,-0.3143794419905907,1.8132720647276046,1.613895340836731,2.0,1.343150117187536,0.0,0.0,1.3856290803441784,0.8727126139348675,-3.2701633685942757,-2.2355378441727245,-0.3015372199204749,-0.648268571561508,0.0,0.0,1.8116917223760653,2.0660773632378,0.0
28,10.0,2.0,-0.17636374280277506,0.23012183688453836,-0.3143794419905907,0.0,0.0,13.0,2.2834248385254794,2.0,3.0,-0.3530959603754067,0.16953688819583324,0.5853344425082115,0.017041482197097647,0.32478039875150655,-0.12390994722702338,7.0,7.0,0.06291615335119456,0.3995379879100993,0.0
29,2.0,6.0,1.077059310021841,0.2996678739653155,-0.26381680309367433,-0.3696261841218765,0.6951011610460852,13.0,-1.1135089547758803e-15,14.0,0.0,-0.3530959603754067,1.1071045225145457,0.42468870037894124,0.7026091032661739,-1.255925972182554,-1.8168392200783525,4.0,1.0,0.8145828453004813,0.45700486292139914,0.0
30,7.0,2.0,-1.7901459233144679,-0.7713410970786528,-0.3143794419905907,0.0,0.0,3.0,0.24616294229326857,1.0,1.0,-1.1645009793778798,-0.18205097467368392,0.9601745074765089,-0.27677321254679216,0.30986807449742504,-0.27372669703687613,7.0,7.0,-1.5938185962513143,-0.5917656060348255,0.0
31,7.0,2.0,-0.6150618112913905,-1.258163356644093,-0.2385354836452161,-1.5217113710146586,-2.134784912709103,11.0,-0.06726196481937922,12.0,11.0,-0.12126595494612867,0.6383207053551895,1.656306056703347,1.1433311453820085,0.7423254778661778,1.0596423762708098,8.0,7.0,-0.8881723140132086,-1.2670013874176007,0.0
32,11.0,1.0,1.3120761324264565,0.9812190373569321,-0.3143794419905907,0.7218229403028641,0.0,4.0,-0.7724680058228368,8.0,3.0,-0.9326709739486018,-0.41644288325336204,-0.5927343331064373,0.3108561769409875,-0.8085562445597028,-1.0228104460861398,1.0,7.0,1.7656713126648846,0.9885734567759246,0.0
33,6.0,4.0,-0.5053872941692367,-1.2859817714764037,-0.3143794419905907,-1.5217113710146586,-0.33394832031943805,11.0,-0.7724680058228368,3.0,11.0,-1.6281609902364358,-0.18205097467368392,1.174368830315536,0.8495164506381188,1.66688958162006,1.8986161752060056,7.0,7.0,-1.1029342259987187,-1.3388349811817257,0.0
34,9.0,6.0,-1.0380920916196985,-0.7296134748301863,-0.3143794419905907,-1.3398031836105349,0.0,12.0,-0.7724680058228368,14.0,15.0,-0.8167559712339627,0.05234093390599418,-0.11079710671862641,0.5067326401035807,0.026533913669605794,0.10081517748775572,7.0,7.0,-0.5353491728941556,-0.8072663873272006,0.0
35,1.0,4.0,0.9830525810599947,-0.2845188375132126,0.5704667387054463,-0.18771799671775316,-2.4655508174337357,13.0,-1.1135089547758803e-15,11.0,9.0,-1.1645009793778798,-4.163636699055895e-16,1.174368830315536,0.0,-2.5831228307970258,-1.8468025700403299,8.0,7.0,0.4617597041814284,0.0,1.0
36,7.0,0.0,-2.2601795681236987,-1.2442541492279373,-0.26381680309367433,0.0,0.0,3.0,-0.6941117790446748,9.0,3.0,-1.396330984807158,0.6383207053551895,0.9601745074765089,-0.4236805599187371,1.7265388786364537,1.5690193256243228,1.0,1.0,-1.869941054518399,-1.152067637395001,0.0
37,3.0,2.0,0.07432086776214807,0.23012183688453836,-0.3143794419905907,0.0,0.0,11.0,0.6379440761840783,12.0,12.0,0.11056405048314935,-0.41644288325336204,-0.16434568742838318,-0.8644026020345719,0.0,0.0,7.0,7.0,0.1242766996327693,0.1553037691120744,0.0
38,5.0,6.0,0.12132423224307128,0.6056704371207354,-0.3143794419905907,0.6005508153667817,-0.11343771716968293,5.0,0.08945048873694468,5.0,3.0,1.1537990749149005,0.40392879677551136,-1.8779002701405998,-1.7458466862662414,0.8765363961530297,0.8948439514799854,8.0,8.0,0.20097738248473732,0.7012390817194245,0.0
39,5.0,2.0,-0.6777329639326213,-1.132980489898694,-0.26381680309367433,0.0,0.0,13.0,-0.06726196481937922,13.0,13.0,1.1537990749149005,0.40392879677551136,0.42468870037894124,0.06601059798774594,-1.6287340785349298,-0.9029570462382474,3.0,4.0,-1.0875940894283254,-1.1808010749006508,0.0
